Name,Symbol,CIK,Year,Sentiment
International Flavors & Fragrances,IFF,51253,2009,0.017095098188848204
Fortinet,FTNT,1262039,2018,0.04004786658377082
Fortinet,FTNT,1262039,2017,0.038324241933147186
Fortinet,FTNT,1262039,2016,0.038698209530473815
Fortinet,FTNT,1262039,2015,0.03768770585904854
Fortinet,FTNT,1262039,2014,0.03854930203976814
Fortinet,FTNT,1262039,2013,0.03759505965957578
Fortinet,FTNT,1262039,2012,0.03956706580356688
Fortinet,FTNT,1262039,2011,0.04212304683871208
Fortinet,FTNT,1262039,2010,0.03931882553629769
Fortinet,FTNT,1262039,2009,0.0
Wabtec Corporation,WAB,943452,2018,0.06363638727203397
Wabtec Corporation,WAB,943452,2017,0.0562653063548829
Wabtec Corporation,WAB,943452,2016,0.06767210914085915
Wabtec Corporation,WAB,943452,2015,0.0679971565319926
Wabtec Corporation,WAB,943452,2014,0.0679971565319926
Wabtec Corporation,WAB,943452,2013,0.07949058931935647
Wabtec Corporation,WAB,943452,2012,0.07284150043078617
Wabtec Corporation,WAB,943452,2011,0.07365659643999728
Wabtec Corporation,WAB,943452,2010,0.068679643485766
Wabtec Corporation,WAB,943452,2009,0.06103668892970204
Xerox,XRX,108772,2018,0.037800411225306904
Xerox,XRX,108772,2017,0.03772182671004938
Xerox,XRX,108772,2016,0.05104429271708682
Xerox,XRX,108772,2015,0.05430614960555078
Xerox,XRX,108772,2014,0.04520224567099568
Xerox,XRX,108772,2013,0.04592384887839435
Xerox,XRX,108772,2012,0.04330539358600589
Xerox,XRX,108772,2011,0.047862789384528516
Xerox,XRX,108772,2010,0.049435800049007585
Xerox,XRX,108772,2009,0.05378378735086053
Stanley Black & Decker,SWK,93556,2018,0.043155679446002015
Stanley Black & Decker,SWK,93556,2017,0.04562242839500079
Stanley Black & Decker,SWK,93556,2016,0.049069479589784144
Stanley Black & Decker,SWK,93556,2015,0.04489796906034019
Stanley Black & Decker,SWK,93556,2014,0.04421919693083713
Stanley Black & Decker,SWK,93556,2013,0.047385523325092875
Stanley Black & Decker,SWK,93556,2012,0.048557647700631694
Stanley Black & Decker,SWK,93556,2011,0.06869917265205222
Stanley Black & Decker,SWK,93556,2010,0.0699196584272151
Stanley Black & Decker,SWK,93556,2009,0.06074198273636476
Pfizer Inc.,PFE,78003,2018,0.04452799675571957
Pfizer Inc.,PFE,78003,2017,0.04709293844576307
Pfizer Inc.,PFE,78003,2016,0.04807206585516699
Pfizer Inc.,PFE,78003,2015,0.05372927245764623
Pfizer Inc.,PFE,78003,2014,0.061581300055876365
Pfizer Inc.,PFE,78003,2013,0.05620137417208551
Pfizer Inc.,PFE,78003,2012,0.06207395812591729
Pfizer Inc.,PFE,78003,2011,0.05581886504300299
Pfizer Inc.,PFE,78003,2010,0.036640601182854685
Pfizer Inc.,PFE,78003,2009,0.07425941105428281
Motorola Solutions Inc.,MSI,68505,2018,0.0
Motorola Solutions Inc.,MSI,68505,2017,0.0
Motorola Solutions Inc.,MSI,68505,2016,0.0
Motorola Solutions Inc.,MSI,68505,2015,0.0
Motorola Solutions Inc.,MSI,68505,2014,0.0
Motorola Solutions Inc.,MSI,68505,2013,0.0
Motorola Solutions Inc.,MSI,68505,2012,0.0
Motorola Solutions Inc.,MSI,68505,2011,0.0
Motorola Solutions Inc.,MSI,68505,2010,0.0
Motorola Solutions Inc.,MSI,68505,2009,0.0
Verisign Inc.,VRSN,1014473,2018,0.06791581926649043
Verisign Inc.,VRSN,1014473,2017,0.06169851998172093
Verisign Inc.,VRSN,1014473,2016,0.06573150334513975
Verisign Inc.,VRSN,1014473,2015,0.06584209290221008
Verisign Inc.,VRSN,1014473,2014,0.06666646793655193
Verisign Inc.,VRSN,1014473,2013,0.0784287283434403
Verisign Inc.,VRSN,1014473,2012,0.07860180851297602
Verisign Inc.,VRSN,1014473,2011,0.07632447464235545
Verisign Inc.,VRSN,1014473,2010,0.06964950201313838
Verisign Inc.,VRSN,1014473,2009,0.07583671172745446
Entergy Corp.,ETR,65984,2018,0.033659686425220374
Entergy Corp.,ETR,65984,2017,0.033673720692173253
Entergy Corp.,ETR,65984,2016,0.0364402068895398
Entergy Corp.,ETR,65984,2015,0.037465556080414686
Entergy Corp.,ETR,65984,2014,0.038446039723726864
Entergy Corp.,ETR,65984,2013,0.03342209347930871
Entergy Corp.,ETR,65984,2012,0.03552863672648379
Entergy Corp.,ETR,65984,2011,0.03279841045947668
Entergy Corp.,ETR,65984,2010,-0.0052388289676425295
Entergy Corp.,ETR,65984,2009,0.029758866618504017
Leggett & Platt,LEG,58492,2018,0.029395136826643672
Leggett & Platt,LEG,58492,2017,0.006332866207866207
Leggett & Platt,LEG,58492,2016,-0.00027532830417445795
Leggett & Platt,LEG,58492,2015,-0.0006085804575737452
Leggett & Platt,LEG,58492,2014,-0.008760885456007405
Leggett & Platt,LEG,58492,2013,0.012693498877009513
Leggett & Platt,LEG,58492,2012,0.02102596789713355
Leggett & Platt,LEG,58492,2011,0.0356172756782513
Leggett & Platt,LEG,58492,2010,0.047011533152837515
Leggett & Platt,LEG,58492,2009,0.012077394034536889
QUALCOMM Inc.,QCOM,804328,2018,0.0
QUALCOMM Inc.,QCOM,804328,2017,0.0
QUALCOMM Inc.,QCOM,804328,2016,0.0
QUALCOMM Inc.,QCOM,804328,2015,0.0
QUALCOMM Inc.,QCOM,804328,2014,0.0
QUALCOMM Inc.,QCOM,804328,2013,0.0
QUALCOMM Inc.,QCOM,804328,2012,0.0
QUALCOMM Inc.,QCOM,804328,2011,0.0
QUALCOMM Inc.,QCOM,804328,2010,0.0
QUALCOMM Inc.,QCOM,804328,2009,0.0
Gilead Sciences,GILD,882095,2018,0.0
Gilead Sciences,GILD,882095,2017,0.0
Gilead Sciences,GILD,882095,2016,0.0
Gilead Sciences,GILD,882095,2015,0.04386877210801948
Gilead Sciences,GILD,882095,2014,0.04970180903752337
Gilead Sciences,GILD,882095,2013,0.04763536680288998
Gilead Sciences,GILD,882095,2012,0.05190311558689048
Gilead Sciences,GILD,882095,2011,0.04670901352797902
Gilead Sciences,GILD,882095,2010,0.042249881737871614
Gilead Sciences,GILD,882095,2009,0.054539880305562984
Dominion Energy,D,715957,2018,0.01352290944396206
Dominion Energy,D,715957,2017,0.022379550219172862
Dominion Energy,D,715957,2016,0.01570382860438109
Dominion Energy,D,715957,2015,0.02106637289432988
Dominion Energy,D,715957,2014,0.02052531874995643
Dominion Energy,D,715957,2013,0.04869260675445341
Dominion Energy,D,715957,2012,0.04282666179419426
Dominion Energy,D,715957,2011,0.03190784886254686
Dominion Energy,D,715957,2010,0.035006366182836736
Dominion Energy,D,715957,2009,0.031894344317813704
Apache Corporation,APA,6769,2018,0.0
Apache Corporation,APA,6769,2017,0.0
Apache Corporation,APA,6769,2016,0.013504699671468154
Apache Corporation,APA,6769,2015,0.0
Apache Corporation,APA,6769,2014,0.0
Apache Corporation,APA,6769,2013,0.0
Apache Corporation,APA,6769,2012,0.0
Apache Corporation,APA,6769,2011,0.0
Apache Corporation,APA,6769,2010,0.0
Apache Corporation,APA,6769,2009,0.0
Zions Bancorp,ZION,109380,2018,0.04762540182589685
Zions Bancorp,ZION,109380,2017,0.05328415056896678
Zions Bancorp,ZION,109380,2016,0.058933442638532396
Zions Bancorp,ZION,109380,2015,0.0541861545819404
Zions Bancorp,ZION,109380,2014,0.04773418710918711
Zions Bancorp,ZION,109380,2013,0.07210674529552077
Zions Bancorp,ZION,109380,2012,0.050037230468646464
Zions Bancorp,ZION,109380,2011,0.06810551134329329
Zions Bancorp,ZION,109380,2010,0.055826983390758866
Zions Bancorp,ZION,109380,2009,0.08193104514533085
Sysco Corp.,SYY,96021,2018,0.0
Sysco Corp.,SYY,96021,2017,0.0
Sysco Corp.,SYY,96021,2016,0.0
Sysco Corp.,SYY,96021,2015,0.0
Sysco Corp.,SYY,96021,2014,0.0
Sysco Corp.,SYY,96021,2013,0.0
Sysco Corp.,SYY,96021,2012,0.0
Sysco Corp.,SYY,96021,2011,0.0
Sysco Corp.,SYY,96021,2010,0.0
Sysco Corp.,SYY,96021,2009,0.0
Danaher Corp.,DHR,313616,2018,0.0372924311855035
Danaher Corp.,DHR,313616,2017,0.038061355548029335
Danaher Corp.,DHR,313616,2016,0.042389162295450096
Danaher Corp.,DHR,313616,2015,0.04032916422041574
Danaher Corp.,DHR,313616,2014,0.044408080793739736
Danaher Corp.,DHR,313616,2013,0.04697198260476272
Danaher Corp.,DHR,313616,2012,0.05604368639746
Danaher Corp.,DHR,313616,2011,0.05988125510852783
Danaher Corp.,DHR,313616,2010,0.0477142718674159
Danaher Corp.,DHR,313616,2009,0.046708565717999695
WestRock,WRK,1636023,2018,0.0
WestRock,WRK,1636023,2017,0.0
WestRock,WRK,1636023,2016,0.0
WestRock,WRK,1636023,2015,0.0
WestRock,WRK,1636023,2014,0.0
WestRock,WRK,1636023,2013,0.0
WestRock,WRK,1636023,2012,0.0
WestRock,WRK,1636023,2011,0.0
WestRock,WRK,1636023,2010,0.0
WestRock,WRK,1636023,2009,0.0
SL Green Realty,SLG,1040971,2018,0.04297630321067823
SL Green Realty,SLG,1040971,2017,0.031149638055666437
SL Green Realty,SLG,1040971,2016,0.02833452202855192
SL Green Realty,SLG,1040971,2015,0.02884844048707159
SL Green Realty,SLG,1040971,2014,0.02919964567706098
SL Green Realty,SLG,1040971,2013,0.0423623144129136
SL Green Realty,SLG,1040971,2012,0.044182099557593564
SL Green Realty,SLG,1040971,2011,0.04924675227306802
SL Green Realty,SLG,1040971,2010,0.04705780178679081
SL Green Realty,SLG,1040971,2009,0.054497882278430936
Johnson & Johnson,JNJ,200406,2018,0.057074410603021
Johnson & Johnson,JNJ,200406,2017,0.05308803088297474
Johnson & Johnson,JNJ,200406,2016,-0.0611111111111111
Johnson & Johnson,JNJ,200406,2015,-0.0611111111111111
Johnson & Johnson,JNJ,200406,2014,0.2
Johnson & Johnson,JNJ,200406,2013,0.2
Johnson & Johnson,JNJ,200406,2012,0.0
Johnson & Johnson,JNJ,200406,2011,0.2
Johnson & Johnson,JNJ,200406,2010,0.0
Johnson & Johnson,JNJ,200406,2009,0.0
BlackRock,BLK,1364742,2018,0.044941619227333515
BlackRock,BLK,1364742,2017,0.0443914816366429
BlackRock,BLK,1364742,2016,0.04094177366194409
BlackRock,BLK,1364742,2015,0.035969345969345944
BlackRock,BLK,1364742,2014,0.0348702370237023
BlackRock,BLK,1364742,2013,0.04715199434711625
BlackRock,BLK,1364742,2012,0.05436507936507934
BlackRock,BLK,1364742,2011,0.031926406926406935
BlackRock,BLK,1364742,2010,0.04488416988416988
BlackRock,BLK,1364742,2009,0.04775910364145656
Expeditors,EXPD,746515,2018,0.0
Expeditors,EXPD,746515,2017,0.0
Expeditors,EXPD,746515,2016,0.0
Expeditors,EXPD,746515,2015,0.0
Expeditors,EXPD,746515,2014,0.0
Expeditors,EXPD,746515,2013,0.0
Expeditors,EXPD,746515,2012,0.0
Expeditors,EXPD,746515,2011,0.0
Expeditors,EXPD,746515,2010,0.0
Expeditors,EXPD,746515,2009,0.0
Coca-Cola Company,KO,21344,2018,0.02119445646519377
Coca-Cola Company,KO,21344,2017,0.02441705562197363
Coca-Cola Company,KO,21344,2016,0.0212060874731329
Coca-Cola Company,KO,21344,2015,0.016678075760556552
Coca-Cola Company,KO,21344,2014,0.023305437712971944
Coca-Cola Company,KO,21344,2013,0.03034201970325316
Coca-Cola Company,KO,21344,2012,0.039187808150005006
Coca-Cola Company,KO,21344,2011,0.0383122003064907
Coca-Cola Company,KO,21344,2010,0.03677967220118382
Coca-Cola Company,KO,21344,2009,0.03594658645319432
Genuine Parts,GPC,40987,2018,0.0
Genuine Parts,GPC,40987,2017,0.0
Genuine Parts,GPC,40987,2016,0.11291410166410168
Genuine Parts,GPC,40987,2015,0.0
Genuine Parts,GPC,40987,2014,0.0
Genuine Parts,GPC,40987,2013,0.0
Genuine Parts,GPC,40987,2012,0.0
Genuine Parts,GPC,40987,2011,0.0
Genuine Parts,GPC,40987,2010,0.0
Genuine Parts,GPC,40987,2009,0.0
Hartford Financial Svc.Gp.,HIG,874766,2018,0.05106516290726817
Hartford Financial Svc.Gp.,HIG,874766,2017,0.08007455507455508
Hartford Financial Svc.Gp.,HIG,874766,2016,0.06536876522170629
Hartford Financial Svc.Gp.,HIG,874766,2015,0.061676838478240355
Hartford Financial Svc.Gp.,HIG,874766,2014,0.060716144419101406
Hartford Financial Svc.Gp.,HIG,874766,2013,0.05868278037704532
Hartford Financial Svc.Gp.,HIG,874766,2012,0.06173957013514941
Hartford Financial Svc.Gp.,HIG,874766,2011,0.06594654952890246
Hartford Financial Svc.Gp.,HIG,874766,2010,0.0837482625626008
Hartford Financial Svc.Gp.,HIG,874766,2009,0.0753653466182136
The Clorox Company,CLX,21076,2018,0.0
The Clorox Company,CLX,21076,2017,0.0
The Clorox Company,CLX,21076,2016,0.0
The Clorox Company,CLX,21076,2015,0.0
The Clorox Company,CLX,21076,2014,0.0
The Clorox Company,CLX,21076,2013,0.0
The Clorox Company,CLX,21076,2012,0.0
The Clorox Company,CLX,21076,2011,0.0
The Clorox Company,CLX,21076,2010,0.0
The Clorox Company,CLX,21076,2009,0.0
Howmet Aerospace,HWM,4281,2018,0.04544038361787526
Howmet Aerospace,HWM,4281,2017,0.061978660874009786
Howmet Aerospace,HWM,4281,2016,0.04509118677138153
Howmet Aerospace,HWM,4281,2015,0.048047924297924274
Howmet Aerospace,HWM,4281,2014,0.04622146837230635
Howmet Aerospace,HWM,4281,2013,0.04579007911377852
Howmet Aerospace,HWM,4281,2012,0.05483129083349345
Howmet Aerospace,HWM,4281,2011,0.05387966264702374
Howmet Aerospace,HWM,4281,2010,0.052444801292457516
Howmet Aerospace,HWM,4281,2009,0.042409286666475164
Assurant,AIZ,1267238,2018,0.0
Assurant,AIZ,1267238,2017,0.06733924439930034
Assurant,AIZ,1267238,2016,0.07550744486585191
Assurant,AIZ,1267238,2015,0.07250717265658577
Assurant,AIZ,1267238,2014,0.07321981186996354
Assurant,AIZ,1267238,2013,0.06746295578385135
Assurant,AIZ,1267238,2012,0.07366536458333338
Assurant,AIZ,1267238,2011,0.07389623884012916
Assurant,AIZ,1267238,2010,0.06760937081376822
Assurant,AIZ,1267238,2009,0.06795007183223041
Ingersoll Rand,IR,1699150,2018,0.06081400818636188
Ingersoll Rand,IR,1699150,2017,0.0
Ingersoll Rand,IR,1699150,2016,0.0
Ingersoll Rand,IR,1699150,2015,0.0
Ingersoll Rand,IR,1699150,2014,0.0
Ingersoll Rand,IR,1699150,2013,0.0
Ingersoll Rand,IR,1699150,2012,0.0
Ingersoll Rand,IR,1699150,2011,0.0
Ingersoll Rand,IR,1699150,2010,0.0
Ingersoll Rand,IR,1699150,2009,0.0
Agilent Technologies Inc,A,1090872,2018,0.0
Agilent Technologies Inc,A,1090872,2017,0.0
Agilent Technologies Inc,A,1090872,2016,0.0
Agilent Technologies Inc,A,1090872,2015,0.0
Agilent Technologies Inc,A,1090872,2014,0.0
Agilent Technologies Inc,A,1090872,2013,0.0
Agilent Technologies Inc,A,1090872,2012,0.0
Agilent Technologies Inc,A,1090872,2011,0.0
Agilent Technologies Inc,A,1090872,2010,0.0
Agilent Technologies Inc,A,1090872,2009,0.0
MGM Resorts International,MGM,789570,2018,0.05858227094006919
MGM Resorts International,MGM,789570,2017,0.059911778918755765
MGM Resorts International,MGM,789570,2016,0.055314140455336586
MGM Resorts International,MGM,789570,2015,0.05801454858273051
MGM Resorts International,MGM,789570,2014,0.06573615526935038
MGM Resorts International,MGM,789570,2013,0.0
MGM Resorts International,MGM,789570,2012,0.0
MGM Resorts International,MGM,789570,2011,0.04679932942874117
MGM Resorts International,MGM,789570,2010,0.0439795902750448
MGM Resorts International,MGM,789570,2009,0.0373790150179039
Alexion Pharmaceuticals,ALXN,899866,2018,0.04089704034294373
Alexion Pharmaceuticals,ALXN,899866,2017,0.043047240005251265
Alexion Pharmaceuticals,ALXN,899866,2016,0.04157305442901472
Alexion Pharmaceuticals,ALXN,899866,2015,0.04074546382736047
Alexion Pharmaceuticals,ALXN,899866,2014,0.048908659522295894
Alexion Pharmaceuticals,ALXN,899866,2013,0.0470883621106247
Alexion Pharmaceuticals,ALXN,899866,2012,0.04491142473248289
Alexion Pharmaceuticals,ALXN,899866,2011,0.05032538338322572
Alexion Pharmaceuticals,ALXN,899866,2010,0.0474665504823098
Alexion Pharmaceuticals,ALXN,899866,2009,0.045708284235069965
Mettler Toledo,MTD,1037646,2018,0.06222009942348924
Mettler Toledo,MTD,1037646,2017,0.05839341730140984
Mettler Toledo,MTD,1037646,2016,0.059068315513482766
Mettler Toledo,MTD,1037646,2015,0.05587764269850882
Mettler Toledo,MTD,1037646,2014,0.0544194109402857
Mettler Toledo,MTD,1037646,2013,0.06030831285861466
Mettler Toledo,MTD,1037646,2012,0.06226276561602649
Mettler Toledo,MTD,1037646,2011,0.06454693896276811
Mettler Toledo,MTD,1037646,2010,0.06820554976655455
Mettler Toledo,MTD,1037646,2009,0.06116570912025458
Hologic,HOLX,859737,2018,0.0
Hologic,HOLX,859737,2017,0.0
Hologic,HOLX,859737,2016,0.0
Hologic,HOLX,859737,2015,0.0
Hologic,HOLX,859737,2014,0.0
Hologic,HOLX,859737,2013,0.0
Hologic,HOLX,859737,2012,0.0
Hologic,HOLX,859737,2011,0.0
Hologic,HOLX,859737,2010,0.0
Hologic,HOLX,859737,2009,0.0
Southwest Airlines,LUV,92380,2018,0.05543545663737963
Southwest Airlines,LUV,92380,2017,0.04822442670679444
Southwest Airlines,LUV,92380,2016,0.03962113044188514
Southwest Airlines,LUV,92380,2015,0.04310430450053089
Southwest Airlines,LUV,92380,2014,0.04097347625919052
Southwest Airlines,LUV,92380,2013,0.05475332843257368
Southwest Airlines,LUV,92380,2012,0.047807599807599785
Southwest Airlines,LUV,92380,2011,0.050429727340722076
Southwest Airlines,LUV,92380,2010,0.03948979591836734
Southwest Airlines,LUV,92380,2009,0.06982493928835393
Waters Corporation,WAT,1000697,2018,0.0
Waters Corporation,WAT,1000697,2017,0.0
Waters Corporation,WAT,1000697,2016,0.0
Waters Corporation,WAT,1000697,2015,0.0
Waters Corporation,WAT,1000697,2014,0.0
Waters Corporation,WAT,1000697,2013,0.0
Waters Corporation,WAT,1000697,2012,0.0
Waters Corporation,WAT,1000697,2011,0.0
Waters Corporation,WAT,1000697,2010,0.0
Waters Corporation,WAT,1000697,2009,0.0
Conagra Brands,CAG,23217,2018,0.0
Conagra Brands,CAG,23217,2017,0.0
Conagra Brands,CAG,23217,2016,0.0
Conagra Brands,CAG,23217,2015,0.0
Conagra Brands,CAG,23217,2014,0.0
Conagra Brands,CAG,23217,2013,0.0
Conagra Brands,CAG,23217,2012,0.0
Conagra Brands,CAG,23217,2011,0.0
Conagra Brands,CAG,23217,2010,0.0
Conagra Brands,CAG,23217,2009,0.0
Albemarle Corp,ALB,915913,2018,0.054330698839291806
Albemarle Corp,ALB,915913,2017,0.06590219846353029
Albemarle Corp,ALB,915913,2016,0.07863298280060962
Albemarle Corp,ALB,915913,2015,0.07956486069346808
Albemarle Corp,ALB,915913,2014,0.08608132073297962
Albemarle Corp,ALB,915913,2013,0.08711143771110834
Albemarle Corp,ALB,915913,2012,0.0797514792899409
Albemarle Corp,ALB,915913,2011,0.0774506977663975
Albemarle Corp,ALB,915913,2010,0.08212215562215569
Albemarle Corp,ALB,915913,2009,0.08149679494873584
Intel Corp.,INTC,50863,2018,0.0
Intel Corp.,INTC,50863,2017,0.018531262185108345
Intel Corp.,INTC,50863,2016,0.024023054796081123
Intel Corp.,INTC,50863,2015,0.0239300080450523
Intel Corp.,INTC,50863,2014,0.02400771760601858
Intel Corp.,INTC,50863,2013,0.02726658000364896
Intel Corp.,INTC,50863,2012,0.02842183354280128
Intel Corp.,INTC,50863,2011,0.0
Intel Corp.,INTC,50863,2010,0.0
Intel Corp.,INTC,50863,2009,0.07198929227338319
Wells Fargo,WFC,72971,2018,0.0
Wells Fargo,WFC,72971,2017,0.0
Wells Fargo,WFC,72971,2016,0.0
Wells Fargo,WFC,72971,2015,0.0
Wells Fargo,WFC,72971,2014,0.0
Wells Fargo,WFC,72971,2013,0.0
Wells Fargo,WFC,72971,2012,0.0
Wells Fargo,WFC,72971,2011,0.0
Wells Fargo,WFC,72971,2010,0.0
Wells Fargo,WFC,72971,2009,0.0
Caterpillar Inc.,CAT,18230,2018,0.03363909448216018
Caterpillar Inc.,CAT,18230,2017,0.03383191771301078
Caterpillar Inc.,CAT,18230,2016,0.039689079346711315
Caterpillar Inc.,CAT,18230,2015,0.03805971805971807
Caterpillar Inc.,CAT,18230,2014,0.04151945315920037
Caterpillar Inc.,CAT,18230,2013,0.04144927605531436
Caterpillar Inc.,CAT,18230,2012,0.051332132259431965
Caterpillar Inc.,CAT,18230,2011,0.04828259551393882
Caterpillar Inc.,CAT,18230,2010,0.0
Caterpillar Inc.,CAT,18230,2009,0.0
IDEX Corporation,IEX,832101,2018,0.06946011427771086
IDEX Corporation,IEX,832101,2017,0.08030177758749191
IDEX Corporation,IEX,832101,2016,0.08026690332109054
IDEX Corporation,IEX,832101,2015,0.13716381054842597
IDEX Corporation,IEX,832101,2014,0.13792648008557104
IDEX Corporation,IEX,832101,2013,0.1381556078330272
IDEX Corporation,IEX,832101,2012,0.15289815739815746
IDEX Corporation,IEX,832101,2011,0.13528208656115634
IDEX Corporation,IEX,832101,2010,0.11214896379097562
IDEX Corporation,IEX,832101,2009,0.11602799074692564
3M Company,MMM,66740,2018,0.06282496640888251
3M Company,MMM,66740,2017,0.06068254308050227
3M Company,MMM,66740,2016,0.0642235678074839
3M Company,MMM,66740,2015,0.05286745697051042
3M Company,MMM,66740,2014,0.05181965212207149
3M Company,MMM,66740,2013,0.04191998973248975
3M Company,MMM,66740,2012,0.04406323733246812
3M Company,MMM,66740,2011,0.05870575738364202
3M Company,MMM,66740,2010,0.05909206255591799
3M Company,MMM,66740,2009,0.06258845321345323
ONEOK,OKE,1039684,2018,0.06574491839578056
ONEOK,OKE,1039684,2017,0.05152867320659236
ONEOK,OKE,1039684,2016,0.0544253652366942
ONEOK,OKE,1039684,2015,0.05494293198615419
ONEOK,OKE,1039684,2014,0.05498472074139747
ONEOK,OKE,1039684,2013,0.05744116709633973
ONEOK,OKE,1039684,2012,0.058912428833142585
ONEOK,OKE,1039684,2011,0.06023511297513809
ONEOK,OKE,1039684,2010,0.059292262359489416
ONEOK,OKE,1039684,2009,0.0
"Discovery, Inc. (Class A)",DISCA,1437107,2018,0.04477286126571842
"Discovery, Inc. (Class A)",DISCA,1437107,2017,0.03734514216977513
"Discovery, Inc. (Class A)",DISCA,1437107,2016,0.03765691061225213
"Discovery, Inc. (Class A)",DISCA,1437107,2015,0.04007130386760017
"Discovery, Inc. (Class A)",DISCA,1437107,2014,0.055511416687887276
"Discovery, Inc. (Class A)",DISCA,1437107,2013,0.054534256854256856
"Discovery, Inc. (Class A)",DISCA,1437107,2012,0.04468851339819082
"Discovery, Inc. (Class A)",DISCA,1437107,2011,0.04217780798013354
"Discovery, Inc. (Class A)",DISCA,1437107,2010,0.03400483849230998
"Discovery, Inc. (Class A)",DISCA,1437107,2009,0.042790960926883274
D. R. Horton,DHI,882184,2018,0.0
D. R. Horton,DHI,882184,2017,0.0
D. R. Horton,DHI,882184,2016,0.0
D. R. Horton,DHI,882184,2015,0.0
D. R. Horton,DHI,882184,2014,0.0
D. R. Horton,DHI,882184,2013,0.0
D. R. Horton,DHI,882184,2012,0.0
D. R. Horton,DHI,882184,2011,0.0
D. R. Horton,DHI,882184,2010,0.0
D. R. Horton,DHI,882184,2009,0.0
ViacomCBS,VIAC,1339947,2018,0.0
ViacomCBS,VIAC,1339947,2017,0.0
ViacomCBS,VIAC,1339947,2016,0.0
ViacomCBS,VIAC,1339947,2015,0.0
ViacomCBS,VIAC,1339947,2014,0.0
ViacomCBS,VIAC,1339947,2013,0.0
ViacomCBS,VIAC,1339947,2012,0.0
ViacomCBS,VIAC,1339947,2011,0.0
ViacomCBS,VIAC,1339947,2010,0.039903073865338
ViacomCBS,VIAC,1339947,2009,0.03965945165945165
Citizens Financial Group,CFG,759944,2018,0.06416115331209685
Citizens Financial Group,CFG,759944,2017,0.06838785591278124
Citizens Financial Group,CFG,759944,2016,0.06351560337663373
Citizens Financial Group,CFG,759944,2015,0.053739911752674854
Citizens Financial Group,CFG,759944,2014,0.0
Citizens Financial Group,CFG,759944,2013,0.0
Citizens Financial Group,CFG,759944,2012,0.0
Citizens Financial Group,CFG,759944,2011,0.0
Citizens Financial Group,CFG,759944,2010,0.0
Citizens Financial Group,CFG,759944,2009,0.0
PulteGroup,PHM,822416,2018,0.09530473963187325
PulteGroup,PHM,822416,2017,0.11146359385027957
PulteGroup,PHM,822416,2016,0.1139722546602657
PulteGroup,PHM,822416,2015,0.10757375776397528
PulteGroup,PHM,822416,2014,0.10542732434377354
PulteGroup,PHM,822416,2013,0.10423102453102459
PulteGroup,PHM,822416,2012,0.10786525506732769
PulteGroup,PHM,822416,2011,0.10930873689802278
PulteGroup,PHM,822416,2010,0.03989982885331723
PulteGroup,PHM,822416,2009,0.10956692541175297
Cadence Design Systems,CDNS,813672,2018,0.0536767879711624
Cadence Design Systems,CDNS,813672,2017,0.05552666700888047
Cadence Design Systems,CDNS,813672,2016,0.0561678543678544
Cadence Design Systems,CDNS,813672,2015,0.05106339205349117
Cadence Design Systems,CDNS,813672,2014,0.04553649249301428
Cadence Design Systems,CDNS,813672,2013,0.04869513314967871
Cadence Design Systems,CDNS,813672,2012,0.04719344418208067
Cadence Design Systems,CDNS,813672,2011,0.04907291519443896
Cadence Design Systems,CDNS,813672,2010,0.043051676129565696
Cadence Design Systems,CDNS,813672,2009,0.044768250808396914
Activision Blizzard,ATVI,718877,2018,0.04592655596880964
Activision Blizzard,ATVI,718877,2017,0.04239556055703928
Activision Blizzard,ATVI,718877,2016,0.03939181297924886
Activision Blizzard,ATVI,718877,2015,0.045728877812553095
Activision Blizzard,ATVI,718877,2014,0.05536991386742013
Activision Blizzard,ATVI,718877,2013,0.053736586144237965
Activision Blizzard,ATVI,718877,2012,0.053035296307093596
Activision Blizzard,ATVI,718877,2011,0.055709946356253176
Activision Blizzard,ATVI,718877,2010,0.05417132231721904
Activision Blizzard,ATVI,718877,2009,0.057525749771942705
Nvidia Corporation,NVDA,1045810,2018,0.06420242902637269
Nvidia Corporation,NVDA,1045810,2017,0.0493433455241414
Nvidia Corporation,NVDA,1045810,2016,0.05192511662301507
Nvidia Corporation,NVDA,1045810,2015,0.048171233747802016
Nvidia Corporation,NVDA,1045810,2014,0.04980280140051721
Nvidia Corporation,NVDA,1045810,2013,0.048799499622610584
Nvidia Corporation,NVDA,1045810,2012,0.04701396054051504
Nvidia Corporation,NVDA,1045810,2011,0.04725453859281552
Nvidia Corporation,NVDA,1045810,2010,0.04420224279266839
Nvidia Corporation,NVDA,1045810,2009,0.03492269474911962
American International Group,AIG,5272,2018,0.0
American International Group,AIG,5272,2017,0.0
American International Group,AIG,5272,2016,0.0
American International Group,AIG,5272,2015,0.0
American International Group,AIG,5272,2014,0.0
American International Group,AIG,5272,2013,0.025431407672786996
American International Group,AIG,5272,2012,0.03648851950433789
American International Group,AIG,5272,2011,0.03962014400693642
American International Group,AIG,5272,2010,0.04985833676905106
American International Group,AIG,5272,2009,0.05871003412419719
Rockwell Automation Inc.,ROK,1024478,2018,0.0
Rockwell Automation Inc.,ROK,1024478,2017,0.0
Rockwell Automation Inc.,ROK,1024478,2016,0.0
Rockwell Automation Inc.,ROK,1024478,2015,0.0
Rockwell Automation Inc.,ROK,1024478,2014,0.0
Rockwell Automation Inc.,ROK,1024478,2013,0.0
