Name,Symbol,CIK,Year,Sentiment,Q1,Q2,Q3,Q4
Phillips 66,PSX,1534701,2015,0.0,0.08728728010347009,0.11440028411024783,0.06294086823542955,0.13445844650162875
Phillips 66,PSX,1534701,2014,0.0,0.007979079590605398,0.052060216034123696,0.06357097193400629,-0.046173955790825394
Phillips 66,PSX,1534701,2013,0.0,0.2661962241399103,0.06605142303192224,0.04632648300847775,0.3521535195484602
Phillips 66,PSX,1534701,2012,0.0,0.0,-0.022352891809800046,0.36382349799661085,0.4873529322007124
Phillips 66,PSX,1534701,2011,0.0,0.0,0.0,0.0,0.0
Phillips 66,PSX,1534701,2010,0.0,0.0,0.0,0.0,0.0
Phillips 66,PSX,1534701,2009,0.0,0.0,0.0,0.0,0.0
Best Buy Co. Inc.,BBY,764478,2018,0.0,0.012001072263026602,0.07836896879626343,0.1474840429169968,-0.25766342634369344
Best Buy Co. Inc.,BBY,764478,2017,0.0495793167313786,0.14943880858685166,0.34073910386905415,0.3320860926177487,0.6012629538907817
Best Buy Co. Inc.,BBY,764478,2016,0.049400226571989184,0.058401273424372846,-0.0016312964986243683,0.24567702382916323,0.39216961500867464
Best Buy Co. Inc.,BBY,764478,2015,0.05587634587634591,-0.025779839556531403,-0.1593194163267465,-0.043052383197394795,-0.21474611071020244
Best Buy Co. Inc.,BBY,764478,2014,0.05514801763277375,-0.34790123833550346,-0.23432098200291762,-0.17061728018301503,-0.02765429461443869
Best Buy Co. Inc.,BBY,764478,2013,0.0,0.8755291135924588,1.3141404701654587,2.1752750776969987,2.3878066807750167
Best Buy Co. Inc.,BBY,764478,2012,0.0,0.0,-0.11486491493450735,-0.2736486257907683,-0.5232263591067036
Best Buy Co. Inc.,BBY,764478,2011,0.0,-0.16681176976272072,-0.08877288264942507,-0.3240499445336176,-0.322019146747315
Best Buy Co. Inc.,BBY,764478,2010,0.0,0.05847231572823741,-0.15750182216106645,0.015924439567419624,
Best Buy Co. Inc.,BBY,764478,2009,0.0,0.30806335236694604,0.15403174190878666,0.2929014426574901,
DuPont de Nemours Inc,DD,1666700,2018,0.03481959817439912,-0.113908197888273,-0.08317100950473211,-0.10556323591368766,-0.2625869091358587
DuPont de Nemours Inc,DD,1666700,2017,0.0,0.10312501425038056,0.09496528118688241,0.20190972317547895,0.23645832276672452
DuPont de Nemours Inc,DD,1666700,2016,0.0,0.018626049199515382,-0.004406149477770183,0.038053323845598674,0.14600436180992138
DuPont de Nemours Inc,DD,1666700,2015,0.0,0.05242372236459847,0.1223951927676108,-0.069971529192983,0.1331431752133958
DuPont de Nemours Inc,DD,1666700,2014,0.0,0.10759063067571972,0.17301121312065115,0.1953499664710976,0.05014819188307307
DuPont de Nemours Inc,DD,1666700,2013,0.0,-0.03661119702369853,-0.026626369342525047,0.16187588542024423,0.34947042857563404
DuPont de Nemours Inc,DD,1666700,2012,0.0,0.16280632751392132,0.057401834705885335,-0.027861668203820633,0.06143001469135867
DuPont de Nemours Inc,DD,1666700,2011,0.0,0.07918806812761692,0.029159545616670446,-0.3579188183060502,-0.1778158844142963
DuPont de Nemours Inc,DD,1666700,2010,0.0,0.013365352864696423,-0.18711438899505428,-0.05894441176051857,0.17374921983392277
DuPont de Nemours Inc,DD,1666700,2009,0.0,-0.45295261532489106,0.04737180441555222,0.6917585471839618,0.8358209136940002
"Tapestry, Inc.",TPR,1116132,2018,0.0,0.16239510741036578,0.032037136913670494,0.11069382063690614,-0.2529827081941066
"Tapestry, Inc.",TPR,1116132,2017,0.0,0.16389760024269684,0.3331456601021858,0.1343283774494337,0.24556467566531337
"Tapestry, Inc.",TPR,1116132,2016,0.0,0.19173605469577448,0.21105833583942157,0.08680148741444715,0.041022624647843564
"Tapestry, Inc.",TPR,1116132,2015,0.0,0.11042612651400585,-0.0723666755175274,-0.22460468399001987,-0.12436352274345741
"Tapestry, Inc.",TPR,1116132,2014,0.0,-0.11178680051971579,-0.3884815109994759,-0.36308351444218734,-0.32284026625508966
"Tapestry, Inc.",TPR,1116132,2013,0.0,-0.09323416089358982,0.035552313558837145,-0.010883407893952923,0.022855038946515194
"Tapestry, Inc.",TPR,1116132,2012,0.0,0.2871418654377631,-0.025982700691258187,-0.06695536969460691,-0.09560295787707651
"Tapestry, Inc.",TPR,1116132,2011,0.0,-0.04618769051199656,0.1717375127573164,-0.05003664724196211,0.11876831706621815
"Tapestry, Inc.",TPR,1116132,2010,0.0,0.08840536940419597,0.006609690297232351,0.18314506911787842,0.5425501570686568
"Tapestry, Inc.",TPR,1116132,2009,0.0,-0.24159852789415026,0.22070838337741372,0.49500442709294257,0.6789282675817783
NRG Energy,NRG,1013871,2018,0.0,0.056401421786528294,0.06228377744527869,0.29411771693929545,0.33633216061090065
NRG Energy,NRG,1013871,2017,0.0,0.5203252417040998,0.399999922465504,1.0804877850216537,1.315447081349581
NRG Energy,NRG,1013871,2016,0.0,0.12836084390170743,0.30008674052721407,-0.027753660211209508,0.0633131407473615
NRG Energy,NRG,1013871,2015,0.0,-0.08399998057972302,-0.16800003051757817,-0.45999998612837356,-0.5967272671786221
NRG Energy,NRG,1013871,2014,0.0,0.11266617641533383,0.30160954731435896,0.06648004281323638,-0.030790733489004518
NRG Energy,NRG,1013871,2013,0.0,0.15676856822665308,0.16593891736724253,0.19344979820834163,0.2502183247898273
NRG Energy,NRG,1013871,2012,0.0,-0.12799105870590055,-0.03394539378471795,0.19031720684331677,0.2570952151233541
NRG Energy,NRG,1013871,2011,0.0,0.08623303068080412,0.23953605740167183,0.06959148593424169,-0.0862329344957996
NRG Energy,NRG,1013871,2010,0.0,-0.1244240098987156,-0.11143701974189668,-0.12777549380711006,-0.18098037077034268
NRG Energy,NRG,1013871,2009,0.0,-0.2554991186177241,0.09813873750944802,0.19247044255007673,0.011844360993009007
Raymond James Financial Inc.,RJF,720005,2018,0.0,0.006189545892190118,0.005514268066665329,0.03589919445751888,-0.16981773422953672
Raymond James Financial Inc.,RJF,720005,2017,0.0,0.0944317135797419,0.15126292866483304,0.2102468636870931,0.28157294289111356
Raymond James Financial Inc.,RJF,720005,2016,0.0,-0.15495206813263251,-0.12495564246468982,0.033191319254884055,0.2294994046052483
Raymond James Financial Inc.,RJF,720005,2015,0.0,-0.0064742386124782,0.042519689244022496,-0.1315835565526351,0.022572127145892296
Raymond James Financial Inc.,RJF,720005,2014,0.0,0.08496607435381587,-0.015906880833369663,0.039379294355735395,0.1167798360205552
Raymond James Financial Inc.,RJF,720005,2013,0.0,0.15307651330559358,0.07503751961854555,0.04227110170233006,0.29139573935140795
Raymond James Financial Inc.,RJF,720005,2012,0.0,0.139781580308306,0.06833081103084315,0.14352581586021418,0.18720749275594328
Raymond James Financial Inc.,RJF,720005,2011,0.0,0.15843694707254619,-0.026052615552340064,-0.21357163270322455,-0.06210237325953705
Raymond James Financial Inc.,RJF,720005,2010,0.0,0.10177170444034211,0.017305318021104243,0.04367529649564972,0.35805514885885237
Raymond James Financial Inc.,RJF,720005,2009,0.0,0.09383678581788346,-0.04441982977469672,0.2926152354685929,0.3370349593383142
Take-Two Interactive,TTWO,946581,2018,0.0,-0.13377036535730313,0.048547160615453055,0.22244869640963572,-0.07361798158036481
Take-Two Interactive,TTWO,946581,2017,0.0,0.20418526996771535,0.4908572822739501,1.0770012357076735,1.2303940686031667
Take-Two Interactive,TTWO,946581,2016,0.0,0.10242903680284376,0.10974539657447546,0.3192860476072459,0.4424935193682138
Take-Two Interactive,TTWO,946581,2015,0.0,-0.09395022281700727,-0.018861234144146533,0.022419898655305692,0.2637009907284531
Take-Two Interactive,TTWO,946581,2014,0.0,0.25099825705553047,0.2686821962340693,0.3160295944768061,0.6195093141825239
Take-Two Interactive,TTWO,946581,2013,0.0,0.4067944479538037,0.30400704389859423,0.5827526829983123,0.515679469717184
Take-Two Interactive,TTWO,946581,2012,0.0,0.09928573880876823,-0.32428571156093056,-0.2542857442583356,-0.21285711015973774
Take-Two Interactive,TTWO,946581,2011,0.0,0.24252223344821888,0.2352465541094535,0.02829429140725548,0.09539210316027003
Take-Two Interactive,TTWO,946581,2010,0.0,-0.05096151465494869,-0.13461535287326498,-0.024999931225407335,0.18076924840374176
Take-Two Interactive,TTWO,946581,2009,0.0,0.050314538591361924,0.19119503072090938,0.4100629317100797,0.2817609842590951
Freeport-McMoRan Inc.,FCX,831259,2018,0.0,-0.11127975275668311,-0.12696004910289016,-0.2959028956002089,-0.47040971043997915
Freeport-McMoRan Inc.,FCX,831259,2017,0.0,-0.030478961134448923,-0.1284469911747752,0.018867941503637242,0.3759070719796431
Freeport-McMoRan Inc.,FCX,831259,2016,0.0,0.5786259315250213,0.7007633616683797,0.658015166478771,1.01374033531188
Freeport-McMoRan Inc.,FCX,831259,2015,0.0,-0.1953290285836652,-0.20934176465147514,-0.5885350363351951,-0.7125265307748889
Freeport-McMoRan Inc.,FCX,831259,2014,0.0,-0.1211799427014848,-0.030029259528050134,-0.13234120119268333,-0.3733723291417621
Freeport-McMoRan Inc.,FCX,831259,2013,0.0,-0.05885697476811369,-0.21495587012197048,-0.05942554582604631,0.0710833133397053
Freeport-McMoRan Inc.,FCX,831259,2012,0.0,-0.03696200213854828,-0.13746836215634894,0.002025362811511,-0.16101267367978644
Freeport-McMoRan Inc.,FCX,831259,2011,0.0,-0.0709148956939667,-0.11523664967630265,-0.49071750632752287,-0.38467970643611327
Freeport-McMoRan Inc.,FCX,831259,2010,0.0,0.0009585649644414662,-0.29151687375088775,0.023124854137877016,0.42523362392861896
Freeport-McMoRan Inc.,FCX,831259,2009,0.0,0.42520571939249296,0.8739716170257901,1.5658190425437897,2.024682047334059
Eaton Corporation,ETN,1551182,2018,0.07428350158613317,0.013314773568743554,-0.05224451831973764,0.09979714285659003,-0.1346690675169484
Eaton Corporation,ETN,1551182,2017,0.07590761173350458,0.08200792130000512,0.13570703658858618,0.12053118755819736,0.15292577766832882
Eaton Corporation,ETN,1551182,2016,0.07117932222098887,0.1980084241838067,0.14381459490575033,0.25833009476111024,0.28475669800046166
Eaton Corporation,ETN,1551182,2015,0.07685231435231432,0.00014724181047442997,-0.006477291909753213,-0.24481084930671115,-0.22582069900887503
Eaton Corporation,ETN,1551182,2014,0.08330265672702644,-0.00490124688909388,0.022387104109554468,-0.16055105676061499,-0.0890184317242948
Eaton Corporation,ETN,1551182,2013,0.07977132330945888,0.08503098622120553,0.16581039272189568,0.2194861896810718,0.346501348253879
Eaton Corporation,ETN,1551182,2012,0.0,0.09540558347884787,-0.12881952943794817,0.03912945072805862,0.167069645937574
Eaton Corporation,ETN,1551182,2011,0.0,0.06954759536816923,-0.007427381659750654,-0.31513454949333375,-0.1602199373369637
Eaton Corporation,ETN,1551182,2010,0.0,0.17801612255236932,0.017412978107836707,0.28249375396697074,0.5727612584278299
Eaton Corporation,ETN,1551182,2009,0.0,-0.28869160888796497,-0.13913545208285272,0.09204941115119492,0.2365882325054316
Apple Inc.,AAPL,320193,2018,0.0,-0.02600717444793188,0.07459657792457253,0.3104610048284069,-0.09305700273118689
Apple Inc.,AAPL,320193,2017,0.0,0.2368489175620121,0.23994836315497103,0.3269048049288976,0.45699520881912026
Apple Inc.,AAPL,320193,2016,0.0,0.034551489723491535,-0.09254864870638857,0.07308974550700342,0.09938302204413452
Apple Inc.,AAPL,320193,2015,0.0,0.13811395061947218,0.14726057079007537,0.00887223273079285,-0.018384726082200986
Apple Inc.,AAPL,320193,2014,0.0,-0.029631397602538634,0.17605267177503547,0.27501674693027667,0.4239690330962598
Apple Inc.,AAPL,320193,2013,0.0,-0.19374163391891974,-0.27776254915809784,-0.1316503687471371,0.009999464026082316
Apple Inc.,AAPL,320193,2012,0.0,0.45794327103700083,0.42012989302549175,0.6222066048315831,0.2391848397401828
Apple Inc.,AAPL,320193,2011,0.0,0.0574688420476428,0.018508984765494896,0.1570227758388878,0.22887400002949243
Apple Inc.,AAPL,320193,2010,0.0,0.09807959108070619,0.175318931670146,0.3258725975236605,0.5123593001726499
Apple Inc.,AAPL,320193,2009,0.0,0.15834712553053576,0.5694765919091449,1.0424241831290906,1.332121159870146
Marathon Petroleum,MPC,1510295,2018,0.024516843127546917,0.08827032268886303,0.04435848977964363,0.19038405563302674,-0.1330752989892472
Marathon Petroleum,MPC,1510295,2017,0.029045523881874875,-0.04515396515905046,-0.011335697537534717,0.059512592248575524,0.24655210611214962
Marathon Petroleum,MPC,1510295,2016,0.01933491020121308,-0.2743950217160047,-0.259172563602295,-0.20784545622594086,-0.017369304746133962
Marathon Petroleum,MPC,1510295,2015,0.0067872742872742975,0.11730685368396365,0.1416412422892246,0.011130557390380824,0.14142295035781727
Marathon Petroleum,MPC,1510295,2014,0.00231372407022964,-0.02726868964983309,-0.12751456452896126,-0.053755085019401294,0.012963745967773832
Marathon Petroleum,MPC,1510295,2013,0.013294913419913424,0.39978121362077523,0.1101389655847691,0.004842954979660696,0.38259642315974673
Marathon Petroleum,MPC,1510295,2012,0.02069402228976697,0.2978150496373069,0.34450758378033197,0.6339419455823898,0.8290931125246639
Marathon Petroleum,MPC,1510295,2011,0.0,0.0,0.11140943693634653,-0.273557061316983,-0.1063087002542995
Marathon Petroleum,MPC,1510295,2010,0.0,0.0,0.0,0.0,0.0
Marathon Petroleum,MPC,1510295,2009,0.0,0.0,0.0,0.0,0.0
Lamb Weston Holdings Inc,LW,1679273,2018,0.0,0.05147195852982378,0.2373126866141051,0.20281740579499163,0.32942030034902725
Lamb Weston Holdings Inc,LW,1679273,2017,0.0,0.12189915951508468,0.1747132286959241,0.25073345666401337,0.5057348155671795
Lamb Weston Holdings Inc,LW,1679273,2016,0.0,0.0,0.0,0.0,0.24793928682266086
Lamb Weston Holdings Inc,LW,1679273,2015,0.0,0.0,0.0,0.0,0.0
Lamb Weston Holdings Inc,LW,1679273,2014,0.0,0.0,0.0,0.0,0.0
Lamb Weston Holdings Inc,LW,1679273,2013,0.0,0.0,0.0,0.0,0.0
Lamb Weston Holdings Inc,LW,1679273,2012,0.0,0.0,0.0,0.0,0.0
Lamb Weston Holdings Inc,LW,1679273,2011,0.0,0.0,0.0,0.0,0.0
Lamb Weston Holdings Inc,LW,1679273,2010,0.0,0.0,0.0,0.0,0.0
Lamb Weston Holdings Inc,LW,1679273,2009,0.0,0.0,0.0,0.0,0.0
Applied Materials Inc.,AMAT,6951,2018,0.0,0.04845399039334963,-0.12914785389479577,-0.2713046595260483,-0.3895173357993653
Applied Materials Inc.,AMAT,6951,2017,0.0,0.2179086059939117,0.293362576160328,0.6308703594743004,0.6005008790583932
Applied Materials Inc.,AMAT,6951,2016,0.0,0.146724477128803,0.2977801951526493,0.6323768673196815,0.7471576425252635
Applied Materials Inc.,AMAT,6951,2015,0.0,-0.09615383439750558,-0.22996794798317743,-0.41145832855732,-0.2403846242018709
Applied Materials Inc.,AMAT,6951,2014,0.0,0.1635328184614837,0.28490029728556565,0.231339119646083,0.43703706038329115
Applied Materials Inc.,AMAT,6951,2013,0.0,0.13851346017845945,0.2601351253389008,0.4805743632371444,0.4771959075773613
Applied Materials Inc.,AMAT,6951,2012,0.0,0.1635514047845752,0.07009345919338927,0.0439252593838213,0.05233648874757879
Applied Materials Inc.,AMAT,6951,2011,0.0,0.11095301702593496,-0.07467995443797348,-0.26315794114608726,-0.23826460039046382
Applied Materials Inc.,AMAT,6951,2010,0.0,-0.058041951932547575,-0.15944053864058194,-0.1832167727701578,-0.011888117064787873
Applied Materials Inc.,AMAT,6951,2009,0.0,0.0074976497782595075,0.03186505624712077,0.25398313203089007,0.31771324452513183
Intercontinental Exchange,ICE,1571949,2018,0.0,0.03822474197955095,0.05297071808824083,0.0721546317197792,0.06585538403161673
Intercontinental Exchange,ICE,1571949,2017,0.0,0.06492347264193099,0.1725364058631529,0.22198497788262728,0.2550692996536239
Intercontinental Exchange,ICE,1571949,2016,0.0,-0.06464059843054015,0.018178954355043242,0.07148259236137933,0.12216075233557078
Intercontinental Exchange,ICE,1571949,2015,0.0,0.07181583025753935,0.027430625057183633,0.0797188299585192,0.18052751633480568
Intercontinental Exchange,ICE,1571949,2014,0.0,-0.11918959249995842,-0.15894923599049826,-0.13156723259837277,-0.012511052601722139
Intercontinental Exchange,ICE,1571949,2013,0.0,0.305395428638523,0.42299068213137825,0.45228952459883565,0.7893051514370273
Intercontinental Exchange,ICE,1571949,2012,0.0,0.15897775317651486,0.14683302439659207,0.12515806767266957,0.04292821198095442
Intercontinental Exchange,ICE,1571949,2011,0.0,0.036844324893428926,0.04666384873180518,-0.007469555057903587,0.011749923942171892
Intercontinental Exchange,ICE,1571949,2010,0.0,-0.0061131649052236225,0.0014176263048173432,-0.0722069284901401,0.058651605703863074
Intercontinental Exchange,ICE,1571949,2009,0.0,-0.11942766684029094,0.35083363902710096,0.14922550750146013,0.34007336875960426
IQVIA Holdings Inc.,IQV,1478242,2018,0.05091873043191512,-0.016539710209966696,0.0006014189786385238,0.3005212782172302,0.1418404292589721
IQVIA Holdings Inc.,IQV,1478242,2017,0.0455960342519678,0.04679576835876986,0.16339528980839635,0.23579876924071708,0.27258548209432787
IQVIA Holdings Inc.,IQV,1478242,2016,0.029464004521038763,-0.02893798351600141,-0.0256563424405436,0.2091288253520771,0.13439740473129436
IQVIA Holdings Inc.,IQV,1478242,2015,0.03043759497794228,0.132972433246348,0.22838774929120587,0.1769581961845026,0.17729649161437777
IQVIA Holdings Inc.,IQV,1478242,2014,0.02687560730773882,0.10851531230335665,0.1635371572758897,0.21790392376602252,0.3032751008958292
IQVIA Holdings Inc.,IQV,1478242,2013,0.0,0.0,0.010686315754382392,0.06578010965601222,0.10306340749662746
IQVIA Holdings Inc.,IQV,1478242,2012,0.0,0.0,0.0,0.0,0.0
IQVIA Holdings Inc.,IQV,1478242,2011,0.0,0.0,0.0,0.0,0.0
IQVIA Holdings Inc.,IQV,1478242,2010,0.0,0.0,0.0,0.0,0.0
IQVIA Holdings Inc.,IQV,1478242,2009,0.0,0.0,0.0,0.0,0.0
MarketAxess,MKTX,1278021,2018,0.06044142217271765,0.06781907001643162,-0.028335727221445284,-0.1234592092855683,0.01925059212762492
MarketAxess,MKTX,1278021,2017,0.0,0.24843530854293094,0.33905990085952364,0.22859237918041875,0.34338799999512304
MarketAxess,MKTX,1278021,2016,0.06128020713463753,0.14229505147746924,0.3305270453940601,0.5152818282174221,0.34443630865760344
MarketAxess,MKTX,1278021,2015,0.05851833033690303,0.17839379280689616,0.3186922339052036,0.32025585313388105,0.6056858782452716
MarketAxess,MKTX,1278021,2014,0.0680049171842651,-0.094495415305615,-0.1733944937004418,-0.05412845310296455,0.10076446764734337
MarketAxess,MKTX,1278021,2013,0.0574824046920822,0.029533527693723194,0.2903671153928564,0.6547060866796519,0.8219708244621178
MarketAxess,MKTX,1278021,2012,0.06590202736195112,0.2744361115458669,-0.08954206489196326,0.08031443482868128,0.1927546566260776
MarketAxess,MKTX,1278021,2011,0.07614444444444454,0.1811523962278454,0.22363281377329258,0.27050786324980547,0.4702149064141863
MarketAxess,MKTX,1278021,2010,0.0700547357604943,0.10852713230393407,-0.02818883934875127,0.19661733927814984,0.46370691134316666
MarketAxess,MKTX,1278021,2009,0.06968917576676208,-0.11981571453056816,0.09792619791598,0.38594462096940774,0.5944700076030254
American Airlines Group,AAL,6201,2018,0.06734077380952377,-0.01943767807829111,-0.28363846231206646,-0.22004150741799855,-0.3993206469997036
American Airlines Group,AAL,6201,2017,0.06230747015787444,-0.08639308997651618,0.08682506531330314,0.025701996998171106,0.12375809150445494
American Airlines Group,AAL,6201,2016,0.02749999999999999,0.0024443528353477184,-0.30799316618102557,-0.10510875710337009,0.14128571989380023
American Airlines Group,AAL,6201,2015,0.031929618353950716,-0.020960880566010198,-0.25913561974112564,-0.2797254323695072,-0.20608422633644075
American Airlines Group,AAL,6201,2014,0.04874788416455094,0.44321757071179,0.6940062322765499,0.39905357603792546,1.1064667540717679
American Airlines Group,AAL,6201,2013,0.056975238225238235,0.21387695772698612,0.1745350939880861,0.35622315488571865,0.7725322959975967
American Airlines Group,AAL,6201,2012,0.06098384716255435,0.4824219379370347,1.6035156682919487,1.042968803114492,1.498046923385119
American Airlines Group,AAL,6201,2011,0.052939338937096736,-0.18215959153724604,-0.16338026605096612,-0.48356805661942237,-0.5239436288016459
American Airlines Group,AAL,6201,2010,0.057695183123754525,0.5408804893128996,0.8050313817831212,0.9392033620518594,1.123689759946978
American Airlines Group,AAL,6201,2009,0.0,-0.6984505521023858,-0.7103694913801599,-0.43980934243874403,-0.4195471172495352
Anthem,ANTM,1156039,2018,0.04930272108843544,-0.027876119698043378,0.05323008309423405,0.21261056545561385,0.14637162200117526
Anthem,ANTM,1156039,2017,0.052271076538428767,0.15456575356460056,0.3133900982138036,0.32560735549451136,0.5708599963546792
Anthem,ANTM,1156039,2016,0.04958119354009772,-0.0015803549320654309,-0.0565333668301059,-0.09984920971840461,0.0327562483921604
Anthem,ANTM,1156039,2015,0.051522944558658856,0.23075087509082937,0.3083054406778083,0.11589352001937692,0.12354541481351622
Anthem,ANTM,1156039,2014,0.0554975626614282,0.09842222297985814,0.1873552231217046,0.3198720773664234,0.4146531016145645
Anthem,ANTM,1156039,2013,0.05546805449452509,0.08716358088623721,0.3434011621426727,0.3724557308501817,0.5022980859135975
Anthem,ANTM,1156039,2012,0.06065021536931649,0.09155453905525501,-0.05650051265107292,-0.14199086233033598,-0.11418430928872292
Anthem,ANTM,1156039,2011,0.06208765214148794,0.2043140637913483,0.359275161449901,0.126488316132088,0.1432269047072836
Anthem,ANTM,1156039,2010,0.062325920365613977,0.07748949378105396,-0.1810878610012422,-0.05205021942010979,-0.05255229104014125
Anthem,ANTM,1156039,2009,0.051179910665797766,-0.1340934426004179,0.16054734687578454,0.08004566153638448,0.34002281336934437
Interpublic Group,IPG,51644,2018,0.049946529459241294,0.13728398452570412,0.15753089057074643,0.12938275749300732,0.008888903959297867
Interpublic Group,IPG,51644,2017,0.04626711035589537,0.045087173782337286,0.0463632557199567,-0.11569541841233144,-0.14249257119760805
Interpublic Group,IPG,51644,2016,0.04671545552613511,0.005696804112785392,0.012269968904031758,-0.02059593863452558,0.025854520616917842
